1	3
2	2
3	4
4	2
5	4
6	1
7	3
8	4
9	1
10	3
11	1
12	4
13	3
14	3
15	1
16	1
17	1
18	2
19	4
20	2
21	3
22	4
23	3
24	4
25	2
26	3
27	1
28	2
29	4
30	3
31	1
32	2
33	2
34	1
35	1
36	3
37	4
38	1
39	2
40	1
41	1
42	3
43	3
44	1
45	2
46	4
47	1
48	3
49	4
50	4
51	1
52	1
53	4
54	3
55	3
56	2
57	4
58	3
59	4
60	2
61	1
62	2
63	2
64	1
65	2
66	2
67	3
68	1
69	4
70	2
71	3
72	2
73	1
74	4
75	1
76	2
77	3
78	1
79	1
80	4
81	2
82	2
83	4
84	2
85	4
86	3
87	4
88	3
89	4
90	4
91	3
92	4
93	4
94	1
95	4
96	1
97	3
98	1
99	2
100	2
101	1
102	1
103	3
104	3
105	3
106	3
107	3
108	2
109	4
110	2
111	4
112	2
113	4
114	1
115	2
116	4
117	3
118	3
119	2
120	3
121	3
122	2
123	4
124	4
125	1
126	1
127	2
128	2
