1	6
1	25
1	29
1	30
1	46
1	51
1	54
1	56
1	73
1	76
1	86
1	98
1	101
1	111
1	113
1	115
2	5
2	8
2	11
2	18
2	41
2	49
2	62
2	68
2	87
2	92
2	96
2	104
2	112
2	114
2	121
2	127
3	7
3	12
3	22
3	26
3	34
3	35
3	43
3	45
3	51
3	64
3	66
3	77
3	89
3	93
3	97
3	108
4	14
4	22
4	31
4	43
4	53
4	55
4	57
4	61
4	66
4	80
4	81
4	89
4	93
4	108
4	118
4	119
5	15
5	18
5	23
5	31
5	50
5	53
5	59
5	63
5	68
5	79
5	90
5	103
5	116
5	121
5	123
5	127
6	9
6	12
6	20
6	25
6	28
6	29
6	30
6	37
6	39
6	52
6	53
6	88
6	113
6	115
6	116
6	117
7	4
7	13
7	22
7	34
7	41
7	51
7	55
7	57
7	61
7	67
7	69
7	77
7	81
7	91
7	105
7	108
8	7
8	13
8	24
8	26
8	45
8	51
8	55
8	61
8	67
8	77
8	80
8	89
8	91
8	108
8	118
8	119
9	1
9	20
9	29
9	30
9	39
9	56
9	73
9	76
9	78
9	84
9	86
9	88
9	98
9	111
9	113
9	117
10	16
10	32
10	33
10	36
10	42
10	47
10	65
10	74
10	95
10	98
10	107
10	108
10	109
10	120
10	124
10	125
11	2
11	5
11	16
11	31
11	50
11	54
11	58
11	59
11	79
11	84
11	87
11	90
11	96
11	103
11	104
11	105
12	3
12	22
12	34
12	35
12	43
12	45
12	51
12	60
12	64
12	66
12	67
12	69
12	70
12	81
12	82
12	108
13	4
13	7
13	22
13	29
13	35
13	55
13	57
13	61
13	67
13	77
13	80
13	81
13	89
13	105
13	118
13	119
14	3
14	7
14	8
14	43
14	45
14	51
14	64
14	66
14	70
14	80
14	84
14	91
14	93
14	102
14	118
14	119
15	2
15	20
15	23
15	27
15	48
15	49
15	59
15	62
15	63
15	83
15	87
15	90
15	92
15	96
15	99
15	103
16	10
16	33
16	36
16	40
16	56
16	60
16	65
16	71
16	75
16	85
16	107
16	109
16	110
16	112
16	118
16	120
17	6
17	21
17	32
17	33
17	36
17	40
17	42
17	47
17	72
17	74
17	75
17	82
17	85
17	103
17	120
17	128
18	2
18	5
18	11
18	15
18	49
18	50
18	68
18	79
18	84
18	87
18	100
18	114
