1	5
2	19
3	6
4	14
5	19
6	1
7	7
8	10
9	2
10	3
11	2
12	1
13	8
14	6
15	16
16	17
17	7
18	20
19	12
20	20
21	17
22	14
23	12
24	10
25	12
26	5
27	15
28	20
29	3
30	19
31	6
32	7
33	12
34	2
35	17
36	15
37	17
38	5
39	8
40	19
41	18
42	3
43	8
44	17
45	4
46	15
47	20
48	4
49	17
50	10
51	4
52	9
53	18
54	7
55	9
56	4
57	8
58	15
59	13
60	3
61	16
62	5
63	4
64	16
65	1
66	13
67	2
68	12
69	4
70	2
71	16
72	18
73	4
74	5
75	13
76	4
77	12
78	12
79	2
80	15
81	15
82	14
83	20
84	16
85	9
86	12
87	7
88	6
89	1
90	1
91	11
92	14
93	6
94	1
95	19
96	14
97	8
98	10
99	19
100	14
101	20
102	17
103	16
104	15
105	14
106	3
107	8
108	15
109	17
110	17
111	14
112	20
113	17
114	16
115	7
116	10
117	8
118	10
119	15
120	17
121	19
122	11
123	1
124	7
125	20
126	17
127	12
128	17
129	13
130	12
131	19
132	18
133	10
134	19
135	12
136	7
137	6
138	8
139	14
140	2
141	13
142	2
143	11
144	5
145	9
146	12
147	11
148	14
149	17
150	19
151	11
152	3
153	9
154	20
155	7
156	8
157	17
158	2
159	14
160	4
161	3
162	16
163	17
164	10
165	6
166	16
167	6
168	14
169	13
170	8
171	2
172	8
173	18
174	16
175	6
176	18
177	5
178	16
179	5
180	20
181	5
182	7
183	15
184	14
185	8
186	2
187	17
188	8
189	6
190	10
191	17
192	7
193	18
194	2
195	14
196	2
197	19
198	6
199	11
200	20
201	18
202	1
203	20
204	4
205	3
206	10
207	9
208	19
209	6
210	8
211	8
212	13
213	20
214	1
215	7
216	12
217	6
218	5
219	19
220	12
221	11
222	20
223	1
224	9
225	13
226	1
227	1
228	1
229	9
230	7
231	1
232	17
233	10
234	1
235	1
236	7
237	16
238	2
239	6
240	19
241	15
242	15
243	10
244	20
245	9
246	15
247	2
248	9
249	7
250	20
251	1
252	4
253	13
254	5
255	7
256	5
257	12
258	7
259	1
260	16
261	3
262	13
263	12
264	15
265	18
266	5
267	15
268	5
269	4
270	8
271	17
272	19
273	19
274	9
275	2
276	11
277	12
278	19
279	16
280	13
281	19
282	5
283	13
284	10
285	13
286	9
287	12
288	3
289	2
290	10
291	20
292	20
293	12
294	6
295	8
296	16
297	4
298	9
299	17
